0,1,2,3,4,5,6,7,8,9,10,11,12
1.0000000000000002,0.12047472068381146,0.2649022038908466,0.17408682426707567,0.016357734902598963,0.14945811811646253,0.20171719408308494,0.05287438044904752,0.2335987948739276,0.25808056874578233,-0.09644565927901627,0.17880247466606858,0.3107168483790761
0.12047472068381146,0.9999999999999993,0.18283391827832926,0.08413195251537423,0.08922259314520224,0.16480570699373087,0.25743107356616646,0.10397935542799445,0.23103675356741743,0.24362915063265844,0.28428579841893575,0.07165615120653204,0.13426493912310655
0.2649022038908466,0.18283391827832926,0.9999999999999998,0.10010887073644584,0.3130327769089418,0.21763440635964149,0.2185756783206254,0.004541249477014474,0.26883869809213307,0.3139341741536704,0.223353879876926,0.24211551473487003,-0.03719767006348592
0.17408682426707567,0.08413195251537423,0.10010887073644584,1.0000000000000002,0.2879972987611125,0.1029158581200438,0.04755163610249006,0.3854270107114023,0.08180776534945788,0.23223502175735392,0.2625839006705108,0.34541732978672457,0.19756181439695447
0.016357734902598963,0.08922259314520224,0.3130327769089418,0.2879972987611125,1.0,0.12180236607342984,0.21306106220119336,0.14803617885987289,0.22571995270162382,0.11003764990632962,0.38836358364928025,0.23226384149779192,0.08012169286302663
0.14945811811646253,0.16480570699373087,0.21763440635964149,0.1029158581200438,0.12180236607342984,0.9999999999999996,0.3063032559437314,0.12820865624741618,0.1794606663803343,0.14045090240518898,0.07562192249074307,0.00540975978319673,0.06407270508499358
0.20171719408308494,0.25743107356616646,0.2185756783206254,0.04755163610249006,0.21306106220119336,0.3063032559437314,1.0,0.22616653048686602,0.1887887056800662,0.1980784342980876,0.09919391030781238,0.11947026427443189,0.14970810823127126
0.05287438044904752,0.10397935542799445,0.004541249477014474,0.3854270107114023,0.14803617885987289,0.12820865624741618,0.22616653048686602,0.9999999999999996,0.33769021394589194,0.04345843045215066,0.2871132010166809,0.12867454247316099,-0.07198596062144513
0.2335987948739276,0.23103675356741743,0.26883869809213307,0.08180776534945788,0.22571995270162382,0.1794606663803343,0.1887887056800662,0.33769021394589194,0.9999999999999999,0.04623554688925548,0.3266417345841347,-0.01586100848303415,0.16427230260078074
0.25808056874578233,0.24362915063265844,0.3139341741536704,0.23223502175735392,0.11003764990632962,0.14045090240518898,0.1980784342980876,0.04345843045215066,0.04623554688925548,0.9999999999999994,0.07919362149110667,0.30605112100238274,0.10262090421973016
-0.09644565927901627,0.28428579841893575,0.223353879876926,0.2625839006705108,0.38836358364928025,0.07562192249074307,0.09919391030781238,0.2871132010166809,0.3266417345841347,0.07919362149110667,1.0000000000000004,0.22993650338301738,0.25554907830125284
0.17880247466606858,0.07165615120653204,0.24211551473487003,0.34541732978672457,0.23226384149779192,0.00540975978319673,0.11947026427443189,0.12867454247316099,-0.01586100848303415,0.30605112100238274,0.22993650338301738,1.0,0.23004508564636156
0.3107168483790761,0.13426493912310644,-0.037197670063485885,0.19756181439695447,0.08012169286302664,0.06407270508499358,0.14970810823127123,-0.0719859606214451,0.1642723026007808,0.10262090421973012,0.25554907830125284,0.2300450856463615,0.9999999999999998
