0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.9999999999999998,0.1877948028021226,0.12773016213324687,0.10978256126031875,0.19784218139188608,0.38230396740252304,0.2365963918598204,0.13074617519774634,0.26953614187686226,0.3585688202858952,0.17008448141996974,-0.1052972858111279,0.2786371471516217,0.1511561914642746,0.15913610562346509,0.2951591955581076,0.3118748954495244,0.2278788208884978,0.23822085029156292
0.1877948028021226,0.9999999999999999,0.2568368353796305,0.30927509544890175,0.181264576615689,0.06585816252341752,0.19721647318315083,0.2643111706781136,0.21780799908141896,0.33194292895842414,0.10602720809936325,0.0045165772988858995,0.203453644518295,0.32447084231887646,0.1014484617210547,0.12138307560610703,0.14257101775555464,-0.03685416856256679,0.3341030486817518
0.12773016213324687,0.2568368353796305,0.9999999999999996,0.11670692924702103,0.28965990545169956,0.006220797432052776,0.057298869599375704,0.15417079178356818,0.11247088017322633,0.17078173718794248,0.16789854226381284,0.19126432169914973,0.3022900839530588,0.15846997535997376,0.11334770450422879,0.20052184859616004,-0.01509676036956355,0.1886286004995814,0.25630953903135956
0.10978256126031875,0.30927509544890175,0.11670692924702103,1.0000000000000002,0.1436401824034957,0.2157998901735289,0.05022792098683795,0.19444483946817637,0.15046416470327623,0.032167587143014806,0.18770328399996558,0.2203707213901852,0.12047472068381146,0.15081000329920138,0.2139136786226838,0.24116767425051344,-0.13388286642012773,0.055454876893700884,0.26357483565365736
0.19784218139188608,0.181264576615689,0.28965990545169956,0.1436401824034957,0.9999999999999998,0.20084321461213378,0.01149074466974254,0.1340493278654515,0.12840063852942615,0.13319906477136934,-0.03363112828858843,0.16275915856023532,0.17015539333929625,-0.06606627521895454,-0.0636913322428749,0.39239249562879486,0.23968799694264595,0.3435006742235772,0.0007039512252462743
0.38230396740252304,0.06585816252341752,0.006220797432052776,0.2157998901735289,0.20084321461213378,0.9999999999999998,0.18577662313888904,0.14966720349634197,0.09597792890019012,0.38778980133242746,0.24363587990159125,0.06833852640495805,0.12446889912757915,0.011944445193395006,0.25887609906760056,0.2583626412760479,0.3770814115837974,0.41187336769975,0.23046183012700358
0.2365963918598204,0.19721647318315083,0.057298869599375704,0.05022792098683795,0.01149074466974254,0.18577662313888904,1.0000000000000002,0.11310662771755774,0.14242479641229597,0.33475954939899877,0.23119550777649395,0.29383898053662894,0.32158599285345624,0.27631913636416044,0.2011529409133575,0.29209290968487156,0.42269393372109354,0.09206874241491898,0.06918096685708738
0.13074617519774634,0.2643111706781136,0.15417079178356818,0.19444483946817637,0.1340493278654515,0.14966720349634197,0.11310662771755774,0.9999999999999998,0.2770226888252847,0.2148313314185741,0.027940174595495033,0.18950305483270366,0.2179803045847155,0.11841190643247165,0.10882689113711132,0.09826986245437419,0.07172857277607195,0.24282828480686433,0.2357867729076796
0.26953614187686226,0.21780799908141896,0.11247088017322633,0.15046416470327623,0.12840063852942615,0.09597792890019012,0.14242479641229597,0.2770226888252847,0.9999999999999996,0.1188323092759001,0.091856932113151,0.12390286901436968,0.14622117578729818,-0.01987682333567589,-0.029710141581234077,0.3190639874585489,0.09908137350986074,0.19893286261753326,0.10837701883296648
0.3585688202858952,0.33194292895842414,0.17078173718794248,0.032167587143014806,0.13319906477136934,0.38778980133242746,0.33475954939899877,0.2148313314185741,0.1188323092759001,1.0,0.2775972920069262,0.048576148832456395,0.06801449368545825,0.26514378973567543,0.17129739359295013,0.2405001458879399,0.27584008228327106,0.1142932614345602,0.1340591589781261
0.17008448141996974,0.10602720809936325,0.16789854226381284,0.18770328399996558,-0.03363112828858843,0.24363587990159125,0.23119550777649395,0.027940174595495033,0.091856932113151,0.2775972920069262,0.9999999999999999,0.2180543219706626,0.09285796885011673,0.27030400505329166,0.4800840321173019,0.2516620502957154,0.2067731321766097,0.32784350068406887,0.24454749864502523
-0.1052972858111279,0.0045165772988858995,0.19126432169914973,0.2203707213901852,0.16275915856023532,0.06833852640495805,0.29383898053662894,0.18950305483270366,0.12390286901436968,0.048576148832456395,0.2180543219706626,0.9999999999999999,0.1399946888742199,0.2049881694685915,0.1275140295475129,0.2567793330184929,0.16932705719851326,-0.051813185005163284,0.0852637505432193
0.2786371471516217,0.203453644518295,0.3022900839530588,0.12047472068381146,0.17015539333929625,0.12446889912757915,0.32158599285345624,0.2179803045847155,0.14622117578729818,0.06801449368545825,0.09285796885011673,0.1399946888742199,0.9999999999999993,0.07444176015585863,0.06080869964376962,0.25483757495923826,0.21295187699089357,0.11747102977014122,0.2777090473419008
