0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.9999999999999996,-0.07359625441034173,0.08404829080164562,-0.052876206241707156,-0.118348604699325,-0.29510226014879826,0.17226368425963842,-0.12681272595087,-0.05278839623131061,0.009813699382008196,0.11833037019578142,0.04869651806328512,0.2835084158245875,-0.11240991007504722,-0.0076837844828308854,0.07796510034779223,0.09126578488519835
-0.07359625441034173,1.0000000000000007,-0.0773605073023816,-0.023173849398436187,-0.24073389341262594,0.24514301757227538,-0.01847312361800643,0.976438695309656,0.10475748183669531,0.3502236918759633,0.276329189958306,0.3840912592632667,0.18022371287061228,0.02179492226198458,0.03652105099621304,0.16660315868040382,-0.0734863460187965
0.08404829080164562,-0.0773605073023816,1.0000000000000004,-0.20861678013586735,-0.10770840577215747,0.05808500061553598,-0.08221357218372193,-0.03845500463376077,-0.02563132952759742,0.13287421568696378,0.15093373484626574,-0.17494293388850896,0.09403823346524351,-0.13539661787609622,0.32993698613705125,-0.018295287375823314,0.20436907832926401
-0.052876206241707156,-0.023173849398436187,-0.20861678013586735,0.9999999999999998,0.36888971418728816,0.22999344849850212,0.33870465803675753,0.011107527022993599,-0.00547019487688349,-0.06669057360465985,-0.17057433714298395,0.05845802229325208,-0.042106578398856336,0.7204836879368021,-0.25917138852982086,0.2835607757524463,-0.07041988648580136
-0.118348604699325,-0.24073389341262594,-0.10770840577215747,0.36888971418728816,0.9999999999999998,0.06149190705416342,0.1802735286852793,-0.22623143996906286,0.04761847612414389,-0.04222542080314141,-0.06025355883810536,0.0330877123194203,0.16019787966584717,0.4122488822792718,-0.1479195153083741,0.11223944582439613,0.11923651385141654
-0.29510226014879826,0.24514301757227538,0.05808500061553598,0.22999344849850212,0.06149190705416342,1.0000000000000004,-0.013427888926414168,0.33168430621471007,0.2551843906352348,-0.038654427480523515,-0.034504610831258366,-0.05019507598052348,-0.037229172063950544,0.34981408781592777,0.2560894633932551,0.13325832807638163,0.06404906573515233
0.17226368425963842,-0.01847312361800643,-0.08221357218372193,0.33870465803675753,0.1802735286852793,-0.013427888926414168,1.0,-0.0213245876134495,-0.07202356873886266,0.17103585438740251,0.07721308178449675,0.23270638789104983,0.3073515134886477,0.3248339633908922,-0.1615304456947843,0.22574956405989455,-0.12478699636337204
-0.12681272595087,0.976438695309656,-0.03845500463376077,0.011107527022993599,-0.22623143996906286,0.33168430621471007,-0.0213245876134495,1.0,0.05750176540598491,0.31029356738449154,0.28184721760394316,0.27261130379548126,0.17228899828973068,0.10279472654870075,-0.0038280108733818215,0.1881741542817558,-0.07024842636199127
-0.05278839623131061,0.10475748183669531,-0.02563132952759742,-0.00547019487688349,0.04761847612414389,0.2551843906352348,-0.07202356873886266,0.05750176540598491,1.0,-0.10123259915708753,-0.06112456879277285,0.10600455063056288,-0.09614355914579668,-0.01756124392615695,0.23123267402160527,0.09047326231354388,0.24074833276256408
0.009813699382008196,0.3502236918759633,0.13287421568696378,-0.06669057360465985,-0.04222542080314141,-0.038654427480523515,0.17103585438740251,0.31029356738449154,-0.10123259915708753,1.0000000000000007,0.15164718904964355,0.3114499762022551,0.10181182540113329,0.10145535646520151,0.2579047263263837,0.07141901223868578,0.028809006987569864
0.11833037019578142,0.276329189958306,0.15093373484626574,-0.17057433714298395,-0.06025355883810536,-0.034504610831258366,0.07721308178449675,0.28184721760394316,-0.06112456879277285,0.15164718904964355,1.0,0.19810613913418773,0.21592854165461486,0.05051714798885724,0.04400878338341423,-0.04138218197308452,0.014015640923025215
0.04869651806328512,0.3840912592632667,-0.17494293388850896,0.05845802229325208,0.0330877123194203,-0.05019507598052348,0.23270638789104983,0.27261130379548126,0.10600455063056288,0.3114499762022551,0.19810613913418773,1.0000000000000002,0.14049188075408844,0.006323956012840554,0.14212476145383496,0.1432006518743335,-0.08087980338831882
0.28350841582458747,0.18022371287061234,0.09403823346524352,-0.042106578398856356,0.1601978796658472,-0.037229172063950516,0.30735151348864787,0.17228899828973068,-0.09614355914579668,0.10181182540113327,0.2159285416546148,0.1404918807540885,1.0000000000000007,-0.013128682193762621,-0.08189091702411062,0.005657897444356028,0.08152818408658415
-0.11240991007504722,0.021794922261984564,-0.1353966178760962,0.7204836879368021,0.4122488822792719,0.3498140878159277,0.3248339633908922,0.10279472654870074,-0.017561243926156937,0.1014553564652015,0.05051714798885725,0.006323956012840561,-0.013128682193762621,1.0000000000000002,-0.24860034780669332,0.40664396186315444,0.15971076929273822
-0.007683784482830879,0.03652105099621307,0.3299369861370513,-0.25917138852982075,-0.14791951530837416,0.25608946339325506,-0.16153044569478436,-0.0038280108733818566,0.23123267402160527,0.2579047263263838,0.044008783383414234,0.14212476145383499,-0.08189091702411062,-0.24860034780669332,0.9999999999999996,-0.056502488173864156,-0.06482949576575893
0.07796510034779218,0.16660315868040385,-0.018295287375823324,0.2835607757524465,0.11223944582439617,0.1332583280763815,0.2257495640598948,0.18817415428175577,0.09047326231354387,0.07141901223868581,-0.04138218197308452,0.14320065187433348,0.005657897444356028,0.40664396186315444,-0.056502488173864156,0.9999999999999996,0.24964947865291187
0.0912657848851983,-0.07348634601879644,0.20436907832926404,-0.07041988648580136,0.11923651385141651,0.06404906573515232,-0.12478699636337201,-0.0702484263619913,0.24074833276256402,0.02880900698756987,0.014015640923025253,-0.08087980338831878,0.08152818408658416,0.15971076929273828,-0.06482949576575889,0.24964947865291182,0.9999999999999999
