0,1,2,3,4,5,6,7,8,9,10,11
0.9999999999999994,0.17447267431717117,-0.1106457280385413,0.2760184284421077,0.27201994108051103,0.04429548870730287,-0.0721822685800564,-0.07045574262030481,0.1480003799716212,0.09109544002782818,0.10856463559812428,0.09051401950677507
0.17447267431717117,0.9999999999999998,0.1745065989618518,0.22455868304970977,0.06561083349178218,0.31576007855004457,0.08804948288206121,0.07841505654107149,0.2887928633767821,0.1546013343577605,0.24782274377379052,0.053161221924384196
-0.1106457280385413,0.1745065989618518,1.0000000000000004,0.17571148201515102,-0.04159883152003701,0.05833590341888432,0.19004578615233564,0.06214401732497198,0.18199980504996877,0.06491736756830044,0.24167224904822002,0.31033046001251424
0.2760184284421077,0.22455868304970977,0.17571148201515102,0.9999999999999994,0.13762467373939968,-0.0267528137413882,0.13083861366080568,-0.011342241136463663,0.14342720079672525,0.24277463129683052,0.14308300115189992,-0.005277865720346736
0.27201994108051103,0.06561083349178218,-0.04159883152003701,0.13762467373939968,0.9999999999999998,-0.003670470868537145,0.11628019548388048,0.24624929871598017,0.22853365053616037,0.2753385012512058,-0.02198234471569884,-0.026046802020767167
0.04429548870730287,0.31576007855004457,0.05833590341888432,-0.0267528137413882,-0.003670470868537145,0.9999999999999996,0.24547717377633405,0.09077183923950341,-0.04780057562865051,-0.03460523995374089,0.22722115020079225,0.14305206926414998
-0.0721822685800564,0.08804948288206121,0.19004578615233564,0.13083861366080568,0.11628019548388048,0.24547717377633405,1.0000000000000007,0.12668628023211403,0.04203539960434871,-0.071489957268123,0.27906474282846727,0.14671395529305825
-0.07045574262030481,0.07841505654107149,0.06214401732497198,-0.011342241136463663,0.24624929871598017,0.09077183923950341,0.12668628023211403,1.0,-0.1913644630549389,0.31989764915736113,0.17722390728644347,-0.09090570163578528
0.1480003799716212,0.2887928633767821,0.18199980504996877,0.14342720079672525,0.22853365053616037,-0.04780057562865051,0.04203539960434871,-0.1913644630549389,0.9999999999999998,0.07479140174650309,-0.0944404732070439,0.21504038769193412
0.09109544002782818,0.1546013343577605,0.06491736756830044,0.24277463129683052,0.2753385012512058,-0.03460523995374089,-0.071489957268123,0.31989764915736113,0.07479140174650309,0.9999999999999997,0.05350852037066453,-0.02730032543512189
0.10856463559812428,0.24782274377379052,0.24167224904822002,0.14308300115189992,-0.02198234471569884,0.22722115020079225,0.27906474282846727,0.17722390728644347,-0.0944404732070439,0.05350852037066453,0.9999999999999999,0.14553724914995447
0.09051401950677507,0.053161221924384196,0.31033046001251424,-0.005277865720346736,-0.026046802020767167,0.14305206926414998,0.14671395529305825,-0.09090570163578528,0.21504038769193412,-0.02730032543512189,0.14553724914995447,1.0000000000000007
